period,total_transactions,bet_transactions,bet_percentage
2009-05-13,116,0,0.0
2009-05-14,142,0,0.0
2009-05-15,137,0,0.0
2009-05-16,119,0,0.0
2009-05-17,127,0,0.0
2009-05-18,118,0,0.0
2009-05-19,86,0,0.0
2009-05-20,120,0,0.0
2009-05-21,82,0,0.0
2009-05-22,61,0,0.0
2009-05-23,32,0,0.0
2009-05-24,100,0,0.0
2009-05-25,109,0,0.0
2009-05-26,125,0,0.0
2009-05-27,119,0,0.0
2009-05-28,95,0,0.0
2009-05-29,107,0,0.0
2009-05-30,109,0,0.0
2009-05-31,96,0,0.0
2009-06-01,72,0,0.0
2009-06-02,111,0,0.0
2009-06-03,71,0,0.0
2009-06-04,66,0,0.0
2009-06-05,30,0,0.0
2009-06-06,28,0,0.0
2009-06-07,16,0,0.0
2009-06-08,82,0,0.0
2009-06-09,91,0,0.0
2009-06-10,82,0,0.0
2009-06-11,89,0,0.0
2009-06-12,86,0,0.0
2009-06-13,78,0,0.0
2009-06-14,72,0,0.0
2009-06-15,84,0,0.0
2009-06-16,71,0,0.0
2009-06-17,79,0,0.0
2009-06-18,80,0,0.0
2009-06-19,87,0,0.0
2009-06-20,78,0,0.0
2009-06-21,81,0,0.0
2009-06-22,77,0,0.0
2009-06-23,76,0,0.0
2009-06-24,97,0,0.0
2009-06-25,69,0,0.0
2009-06-26,90,0,0.0
2009-06-27,84,0,0.0
2009-06-28,47,0,0.0
2009-06-29,84,0,0.0
2009-06-30,86,0,0.0
2009-07-01,75,0,0.0
2009-07-02,84,0,0.0
2009-07-03,82,0,0.0
2009-07-04,89,0,0.0
2009-07-05,79,0,0.0
2009-07-06,84,0,0.0
2009-07-07,69,0,0.0
2009-07-08,74,0,0.0
2009-07-09,86,0,0.0
2009-07-10,81,0,0.0
2009-07-11,83,0,0.0
2009-07-12,77,0,0.0
2009-07-13,78,0,0.0
2009-07-14,69,0,0.0
2009-07-15,45,0,0.0
2009-07-16,71,0,0.0
2009-07-17,47,0,0.0
2009-07-18,4,0,0.0
2009-07-19,70,0,0.0
2009-07-20,71,0,0.0
2009-07-21,82,0,0.0
2009-07-22,60,0,0.0
2009-07-23,76,0,0.0
2009-07-24,73,0,0.0
2009-07-25,32,0,0.0
2009-07-26,21,0,0.0
2009-07-27,74,0,0.0
2009-07-28,41,0,0.0
2009-07-29,20,0,0.0
2009-07-30,16,0,0.0
2009-07-31,17,0,0.0
2009-08-01,28,0,0.0
2009-08-02,23,0,0.0
2009-08-03,12,0,0.0
2009-08-04,81,0,0.0
2009-08-05,87,0,0.0
2009-08-06,90,0,0.0
2009-08-07,81,0,0.0
2009-08-08,80,0,0.0
2009-08-09,101,0,0.0
2009-08-10,75,0,0.0
2009-08-11,70,0,0.0
2009-08-12,63,0,0.0
2009-08-13,85,0,0.0
2009-08-14,63,0,0.0
2009-08-15,26,0,0.0
2009-08-16,19,0,0.0
2009-08-17,17,0,0.0
2009-08-18,10,0,0.0
2009-08-19,18,0,0.0
2009-08-20,22,0,0.0
2009-08-21,14,0,0.0
2009-08-22,7,0,0.0
2009-08-23,15,0,0.0
2009-08-24,15,0,0.0
2009-08-25,50,0,0.0
2009-08-26,51,0,0.0
2009-08-27,29,0,0.0
2009-08-28,75,0,0.0
2009-08-29,78,0,0.0
2009-08-30,98,0,0.0
2009-08-31,87,0,0.0
2009-09-01,78,0,0.0
2009-09-02,66,0,0.0
2009-09-03,62,0,0.0
2009-09-04,64,0,0.0
2009-09-05,76,0,0.0
2009-09-06,68,0,0.0
2009-09-07,79,0,0.0
2009-09-08,69,0,0.0
2009-09-09,54,0,0.0
2009-09-10,67,0,0.0
2009-09-11,67,0,0.0
2009-09-12,69,0,0.0
2009-09-13,75,0,0.0
2009-09-14,74,0,0.0
2009-09-15,44,0,0.0
2009-09-16,73,0,0.0
2009-09-17,85,0,0.0
2009-09-18,78,0,0.0
2009-09-19,74,0,0.0
2009-09-20,78,0,0.0
2009-09-21,70,0,0.0
2009-09-22,26,0,0.0
2009-09-23,36,0,0.0
2009-09-24,97,0,0.0
2009-09-25,93,0,0.0
2009-09-26,100,0,0.0
2009-09-27,88,0,0.0
2009-09-28,85,0,0.0
2009-09-29,90,0,0.0
2009-09-30,85,0,0.0
2009-10-01,82,0,0.0
2009-10-02,73,0,0.0
2009-10-03,58,0,0.0
2009-10-04,53,0,0.0
2009-10-05,55,0,0.0
2009-10-06,45,0,0.0
2009-10-07,60,0,0.0
2009-10-08,70,0,0.0
2009-10-09,79,0,0.0
2009-10-10,77,0,0.0
2009-10-11,74,0,0.0
2009-10-12,59,0,0.0
2009-10-13,57,0,0.0
2009-10-14,69,0,0.0
2009-10-15,71,0,0.0
2009-10-16,61,0,0.0
2009-10-17,57,0,0.0
2009-10-18,75,0,0.0
2009-10-19,112,0,0.0
2009-10-20,96,0,0.0
2009-10-21,81,0,0.0
2009-10-22,91,0,0.0
2009-10-23,89,0,0.0
2009-10-24,63,0,0.0
2009-10-25,76,0,0.0
2009-10-26,71,0,0.0
2009-10-27,65,0,0.0
2009-10-28,66,0,0.0
2009-10-29,48,0,0.0
2009-10-30,60,0,0.0
2009-10-31,46,0,0.0
2009-11-01,25,0,0.0
2009-11-02,33,0,0.0
2009-11-03,62,0,0.0
2009-11-04,64,0,0.0
2009-11-05,57,0,0.0
2009-11-06,62,0,0.0
2009-11-07,69,0,0.0
2009-11-08,73,0,0.0
2009-11-09,64,0,0.0
2009-11-10,78,0,0.0
2009-11-11,73,0,0.0
2009-11-12,66,0,0.0
2009-11-13,83,0,0.0
2009-11-14,79,0,0.0
2009-11-15,96,0,0.0
2009-11-16,97,0,0.0
2009-11-17,92,0,0.0
2009-11-18,79,0,0.0
2009-11-19,72,0,0.0
2009-11-20,86,0,0.0
2009-11-21,73,0,0.0
2009-11-22,106,0,0.0
2009-11-23,96,0,0.0
2009-11-24,93,0,0.0
2009-11-25,90,0,0.0
2009-11-26,84,0,0.0
2009-11-27,74,0,0.0
2009-11-28,71,0,0.0
2009-11-29,60,0,0.0
2009-11-30,75,0,0.0
2009-12-01,74,0,0.0
2009-12-02,94,0,0.0
2009-12-03,88,0,0.0
2009-12-04,36,0,0.0
2009-12-05,65,0,0.0
2009-12-06,105,0,0.0
2009-12-07,112,0,0.0
2009-12-08,107,0,0.0
2009-12-09,109,0,0.0
2009-12-10,104,0,0.0
2009-12-11,112,0,0.0
2009-12-12,112,0,0.0
2009-12-13,114,0,0.0
2009-12-14,107,0,0.0
2009-12-15,112,0,0.0
2009-12-16,137,0,0.0
2009-12-17,172,0,0.0
2009-12-18,225,0,0.0
2009-12-19,199,0,0.0
2009-12-20,175,0,0.0
2009-12-21,176,0,0.0
2009-12-22,162,0,0.0
2009-12-23,154,0,0.0
2009-12-24,154,0,0.0
2009-12-25,150,0,0.0
2009-12-26,174,0,0.0
2009-12-27,168,0,0.0
2009-12-28,137,0,0.0
2009-12-29,171,0,0.0
2009-12-30,141,0,0.0
2009-12-31,138,0,0.0
2010-01-01,134,0,0.0
2010-01-02,126,0,0.0
2010-01-03,186,0,0.0
2010-01-04,183,0,0.0
2010-01-05,198,0,0.0
2010-01-06,163,0,0.0
2010-01-07,154,0,0.0
2010-01-08,153,0,0.0
2010-01-09,151,0,0.0
2010-01-10,190,0,0.0
2010-01-11,159,0,0.0
2010-01-12,161,0,0.0
2010-01-13,166,0,0.0
2010-01-14,145,0,0.0
2010-01-15,142,0,0.0
2010-01-16,126,0,0.0
2010-01-17,131,0,0.0
2010-01-18,126,0,0.0
2010-01-19,124,0,0.0
2010-01-20,158,0,0.0
2010-01-21,184,0,0.0
2010-01-22,136,0,0.0
2010-01-23,162,0,0.0
2010-01-24,155,0,0.0
2010-01-25,215,0,0.0
2010-01-26,201,0,0.0
2010-01-27,166,0,0.0
2010-01-28,179,0,0.0
2010-01-29,201,0,0.0
2010-01-30,214,0,0.0
2010-01-31,167,0,0.0
2010-02-01,193,0,0.0
2010-02-02,146,0,0.0
2010-02-03,272,0,0.0
2010-02-04,234,0,0.0
2010-02-05,227,0,0.0
2010-02-06,206,0,0.0
2010-02-07,222,0,0.0
2010-02-08,208,0,0.0
2010-02-09,210,0,0.0
2010-02-10,173,0,0.0
2010-02-11,174,0,0.0
2010-02-12,188,0,0.0
2010-02-13,235,0,0.0
2010-02-14,219,0,0.0
2010-02-15,185,0,0.0
2010-02-16,201,0,0.0
2010-02-17,250,0,0.0
2010-02-18,215,0,0.0
2010-02-19,195,0,0.0
2010-02-20,210,0,0.0
2010-02-21,227,0,0.0
2010-02-22,265,0,0.0
2010-02-23,251,0,0.0
2010-02-24,177,0,0.0
2010-02-25,158,0,0.0
2010-02-26,176,0,0.0
2010-02-27,175,0,0.0
2010-02-28,159,0,0.0
2010-03-01,199,0,0.0
2010-03-02,193,0,0.0
2010-03-03,158,0,0.0
2010-03-04,188,0,0.0
2010-03-05,173,0,0.0
2010-03-06,183,0,0.0
2010-03-07,183,0,0.0
2010-03-08,130,0,0.0
2010-03-09,148,0,0.0
2010-03-10,169,0,0.0
2010-03-11,136,0,0.0
2010-03-12,123,0,0.0
2010-03-13,154,0,0.0
2010-03-14,127,0,0.0
2010-03-15,140,0,0.0
2010-03-16,129,0,0.0
2010-03-17,139,0,0.0
2010-03-18,149,0,0.0
2010-03-19,162,0,0.0
2010-03-20,204,0,0.0
2010-03-21,190,0,0.0
2010-03-22,186,0,0.0
2010-03-23,220,0,0.0
2010-03-24,182,0,0.0
2010-03-25,202,0,0.0
2010-03-26,213,0,0.0
2010-03-27,184,0,0.0
2010-03-28,192,0,0.0
2010-03-29,207,0,0.0
2010-03-30,221,0,0.0
2010-03-31,214,0,0.0
2010-04-01,179,0,0.0
2010-04-02,161,0,0.0
2010-04-03,166,0,0.0
2010-04-04,183,0,0.0
2010-04-05,181,0,0.0
2010-04-06,174,0,0.0
2010-04-07,204,0,0.0
2010-04-08,195,0,0.0
2010-04-09,224,0,0.0
2010-04-10,298,0,0.0
2010-04-11,265,0,0.0
2010-04-12,247,0,0.0
2010-04-13,209,0,0.0
2010-04-14,223,0,0.0
2010-04-15,290,0,0.0
2010-04-16,234,0,0.0
2010-04-17,250,0,0.0
2010-04-18,3351,0,0.0
2010-04-19,276,0,0.0
2010-04-20,243,0,0.0
2010-04-21,251,0,0.0
2010-04-22,199,0,0.0
2010-04-23,200,0,0.0
2010-04-24,202,0,0.0
2010-04-25,205,0,0.0
2010-04-26,211,0,0.0
2010-04-27,233,0,0.0
2010-04-28,227,0,0.0
2010-04-29,180,0,0.0
2010-04-30,170,0,0.0
2010-05-01,210,0,0.0
2010-05-02,180,0,0.0
2010-05-03,188,0,0.0
2010-05-04,177,0,0.0
2010-05-05,162,0,0.0
2010-05-06,177,0,0.0
2010-05-07,158,0,0.0
2010-05-08,182,0,0.0
2010-05-09,183,0,0.0
2010-05-10,157,0,0.0
2010-05-11,130,0,0.0
2010-05-12,159,0,0.0
2010-05-13,167,0,0.0
2010-05-14,153,0,0.0
2010-05-15,113,0,0.0
2010-05-16,133,0,0.0
2010-05-17,178,0,0.0
2010-05-18,223,0,0.0
2010-05-19,207,0,0.0
2010-05-20,237,0,0.0
2010-05-21,235,0,0.0
2010-05-22,226,0,0.0
2010-05-23,309,0,0.0
2010-05-24,250,0,0.0
2010-05-25,254,0,0.0
2010-05-26,287,0,0.0
2010-05-27,267,0,0.0
2010-05-28,277,0,0.0
2010-05-29,239,0,0.0
2010-05-30,200,0,0.0
2010-05-31,194,0,0.0
2010-06-01,183,0,0.0
2010-06-02,194,0,0.0
2010-06-03,235,0,0.0
2010-06-04,173,0,0.0
2010-06-05,190,0,0.0
2010-06-06,200,0,0.0
2010-06-07,209,0,0.0
2010-06-08,223,0,0.0
2010-06-09,220,0,0.0
2010-06-10,217,0,0.0
2010-06-11,247,0,0.0
2010-06-12,213,0,0.0
2010-06-13,239,0,0.0
2010-06-14,257,0,0.0
2010-06-15,269,0,0.0
2010-06-16,192,0,0.0
2010-06-17,204,0,0.0
2010-06-18,193,0,0.0
2010-06-19,214,0,0.0
2010-06-20,228,0,0.0
2010-06-21,242,0,0.0
2010-06-22,227,0,0.0
2010-06-23,257,0,0.0
2010-06-24,240,0,0.0
2010-06-25,210,0,0.0
2010-06-26,201,0,0.0
2010-06-27,234,0,0.0
2010-06-28,230,0,0.0
2010-06-29,264,0,0.0
2010-06-30,273,0,0.0
2010-07-01,284,0,0.0
2010-07-02,241,0,0.0
2010-07-03,286,0,0.0
2010-07-04,224,0,0.0
2010-07-05,252,0,0.0
2010-07-06,208,0,0.0
2010-07-07,218,0,0.0
2010-07-08,223,0,0.0
2010-07-09,268,0,0.0
2010-07-10,240,0,0.0
2010-07-11,353,0,0.0
2010-07-12,2300,0,0.0
2010-07-13,1479,0,0.0
2010-07-14,6132,0,0.0
2010-07-15,1330,0,0.0
2010-07-16,1181,0,0.0
2010-07-17,408,0,0.0
2010-07-18,420,0,0.0
2010-07-19,528,0,0.0
2010-07-20,594,0,0.0
2010-07-21,463,0,0.0
2010-07-22,397,0,0.0
2010-07-23,411,0,0.0
2010-07-24,894,0,0.0
2010-07-25,1823,0,0.0
2010-07-26,467,0,0.0
2010-07-27,426,0,0.0
2010-07-28,1951,0,0.0
2010-07-29,1867,0,0.0
2010-07-30,325,0,0.0
2010-07-31,295,0,0.0
2010-08-01,364,0,0.0
2010-08-02,398,0,0.0
2010-08-03,648,0,0.0
2010-08-04,439,0,0.0
2010-08-05,515,0,0.0
2010-08-06,359,0,0.0
2010-08-07,273,0,0.0
2010-08-08,391,0,0.0
2010-08-09,424,0,0.0
2010-08-10,340,0,0.0
2010-08-11,412,0,0.0
2010-08-12,392,0,0.0
2010-08-13,516,0,0.0
2010-08-14,434,0,0.0
2010-08-15,315,0,0.0
2010-08-16,453,0,0.0
2010-08-17,318,0,0.0
2010-08-18,377,0,0.0
2010-08-19,325,0,0.0
2010-08-20,423,0,0.0
2010-08-21,342,0,0.0
2010-08-22,366,0,0.0
2010-08-23,369,0,0.0
2010-08-24,379,0,0.0
2010-08-25,365,0,0.0
2010-08-26,368,0,0.0
2010-08-27,294,0,0.0
2010-08-28,339,0,0.0
2010-08-29,260,0,0.0
2010-08-30,329,0,0.0
2010-08-31,441,0,0.0
2010-09-01,380,0,0.0
2010-09-02,321,0,0.0
2010-09-03,319,0,0.0
2010-09-04,274,0,0.0
2010-09-05,311,0,0.0
2010-09-06,278,0,0.0
2010-09-07,282,0,0.0
2010-09-08,339,0,0.0
2010-09-09,324,0,0.0
2010-09-10,360,0,0.0
2010-09-11,305,0,0.0
2010-09-12,379,0,0.0
2010-09-13,436,0,0.0
2010-09-14,424,0,0.0
2010-09-15,430,0,0.0
2010-09-16,438,0,0.0
2010-09-17,361,0,0.0
2010-09-18,399,0,0.0
2010-09-19,355,0,0.0
2010-09-20,465,0,0.0
2010-09-21,810,0,0.0
2010-09-22,673,0,0.0
2010-09-23,655,0,0.0
2010-09-24,501,0,0.0
2010-09-25,532,0,0.0
2010-09-26,400,0,0.0
2010-09-27,603,0,0.0
2010-09-28,491,0,0.0
2010-09-29,975,0,0.0
2010-09-30,365,0,0.0
2010-10-01,584,0,0.0
2010-10-02,501,0,0.0
2010-10-03,377,0,0.0
2010-10-04,407,0,0.0
2010-10-05,371,0,0.0
2010-10-06,407,0,0.0
2010-10-07,340,0,0.0
2010-10-08,363,0,0.0
2010-10-09,401,0,0.0
2010-10-10,363,0,0.0
2010-10-11,342,0,0.0
2010-10-12,352,0,0.0
2010-10-13,364,0,0.0
2010-10-14,367,0,0.0
2010-10-15,328,0,0.0
2010-10-16,441,0,0.0
2010-10-17,457,0,0.0
2010-10-18,579,0,0.0
2010-10-19,924,0,0.0
2010-10-20,713,0,0.0
2010-10-21,552,0,0.0
2010-10-22,602,0,0.0
2010-10-23,517,0,0.0
2010-10-24,552,0,0.0
2010-10-25,410,0,0.0
2010-10-26,518,0,0.0
2010-10-27,568,0,0.0
2010-10-28,486,0,0.0
2010-10-29,467,0,0.0
2010-10-30,426,0,0.0
2010-10-31,307,0,0.0
2010-11-01,351,0,0.0
2010-11-02,286,0,0.0
2010-11-03,347,0,0.0
2010-11-04,342,0,0.0
2010-11-05,442,0,0.0
2010-11-06,394,0,0.0
2010-11-07,451,0,0.0
2010-11-08,515,0,0.0
2010-11-09,409,0,0.0
2010-11-10,397,0,0.0
2010-11-11,395,0,0.0
2010-11-12,286,0,0.0
2010-11-13,343,0,0.0
2010-11-14,416,0,0.0
2010-11-15,4871,0,0.0
2010-11-16,9105,0,0.0
2010-11-17,435,0,0.0
2010-11-18,1494,0,0.0
2010-11-19,9632,0,0.0
2010-11-20,9731,0,0.0
2010-11-21,10044,0,0.0
2010-11-22,343,0,0.0
2010-11-23,341,0,0.0
2010-11-24,3936,0,0.0
2010-11-25,4983,0,0.0
2010-11-26,1314,0,0.0
2010-11-27,445,0,0.0
2010-11-28,454,0,0.0
2010-11-29,454,0,0.0
2010-11-30,454,0,0.0
2010-12-01,512,0,0.0
2010-12-02,460,0,0.0
2010-12-03,384,0,0.0
2010-12-04,418,0,0.0
2010-12-05,434,0,0.0
2010-12-06,465,0,0.0
2010-12-07,573,0,0.0
2010-12-08,523,0,0.0
2010-12-09,486,0,0.0
2010-12-10,373,0,0.0
2010-12-11,550,0,0.0
2010-12-12,643,0,0.0
2010-12-13,646,0,0.0
2010-12-14,653,0,0.0
2010-12-15,642,0,0.0
2010-12-16,531,0,0.0
2010-12-17,462,0,0.0
2010-12-18,499,0,0.0
2010-12-19,551,0,0.0
2010-12-20,932,0,0.0
2010-12-21,629,0,0.0
2010-12-22,660,0,0.0
2010-12-23,519,0,0.0
2010-12-24,531,0,0.0
2010-12-25,634,0,0.0
2010-12-26,584,0,0.0
2010-12-27,526,0,0.0
2010-12-28,661,0,0.0
2010-12-29,513,0,0.0
2010-12-30,593,0,0.0
2010-12-31,555,0,0.0
2011-01-01,659,0,0.0
2011-01-02,569,0,0.0
2011-01-03,1128,0,0.0
2011-01-04,979,0,0.0
2011-01-05,1310,0,0.0
2011-01-06,694,0,0.0
2011-01-07,1020,0,0.0
2011-01-08,1436,0,0.0
2011-01-09,1223,0,0.0
2011-01-10,1312,0,0.0
2011-01-11,1362,0,0.0
2011-01-12,1162,0,0.0
2011-01-13,1266,0,0.0
2011-01-14,1262,0,0.0
2011-01-15,962,0,0.0
2011-01-16,931,0,0.0
2011-01-17,830,0,0.0
2011-01-18,818,0,0.0
2011-01-19,917,0,0.0
2011-01-20,924,0,0.0
2011-01-21,1166,0,0.0
2011-01-22,1422,0,0.0
2011-01-23,1081,0,0.0
2011-01-24,1319,0,0.0
2011-01-25,889,0,0.0
2011-01-26,1005,0,0.0
2011-01-27,841,0,0.0
2011-01-28,1081,0,0.0
2011-01-29,1347,0,0.0
2011-01-30,2592,0,0.0
2011-01-31,1393,0,0.0
2011-02-01,1013,0,0.0
2011-02-02,896,0,0.0
2011-02-03,789,0,0.0
2011-02-04,954,0,0.0
2011-02-05,832,0,0.0
2011-02-06,909,0,0.0
2011-02-07,892,0,0.0
2011-02-08,846,0,0.0
2011-02-09,1227,0,0.0
2011-02-10,2034,0,0.0
2011-02-11,2355,0,0.0
2011-02-12,1912,0,0.0
2011-02-13,1822,0,0.0
2011-02-14,2006,0,0.0
2011-02-15,2224,0,0.0
2011-02-16,2090,0,0.0
2011-02-17,2250,0,0.0
2011-02-18,2056,0,0.0
2011-02-19,1583,0,0.0
2011-02-20,1939,0,0.0
2011-02-21,1970,0,0.0
2011-02-22,2196,0,0.0
2011-02-23,2263,0,0.0
2011-02-24,2109,0,0.0
2011-02-25,2060,0,0.0
2011-02-26,1952,0,0.0
2011-02-27,2269,0,0.0
2011-02-28,1720,0,0.0
2011-03-01,2729,0,0.0
2011-03-02,2009,0,0.0
2011-03-03,3204,0,0.0
2011-03-04,1982,0,0.0
2011-03-05,2048,0,0.0
2011-03-06,2031,0,0.0
2011-03-07,1926,0,0.0
2011-03-08,2440,0,0.0
2011-03-09,1834,0,0.0
2011-03-10,1661,0,0.0
2011-03-11,1884,0,0.0
2011-03-12,2956,0,0.0
2011-03-13,2711,0,0.0
2011-03-14,2643,0,0.0
2011-03-15,2854,0,0.0
2011-03-16,3183,0,0.0
2011-03-17,3367,0,0.0
2011-03-18,2371,0,0.0
2011-03-19,3189,0,0.0
2011-03-20,4076,0,0.0
2011-03-21,5855,0,0.0
2011-03-22,2238,0,0.0
2011-03-23,4570,0,0.0
2011-03-24,2164,0,0.0
2011-03-25,1999,0,0.0
2011-03-26,3335,0,0.0
2011-03-27,2463,0,0.0
2011-03-28,2931,0,0.0
2011-03-29,2718,0,0.0
2011-03-30,1756,0,0.0
2011-03-31,2095,0,0.0
2011-04-01,1579,0,0.0
2011-04-02,1772,0,0.0
2011-04-03,1805,0,0.0
2011-04-04,2309,0,0.0
2011-04-05,2119,0,0.0
2011-04-06,1864,0,0.0
2011-04-07,1677,0,0.0
2011-04-08,1767,0,0.0
2011-04-09,1733,0,0.0
2011-04-10,1744,0,0.0
2011-04-11,1943,0,0.0
2011-04-12,2077,0,0.0
2011-04-13,2371,0,0.0
2011-04-14,2881,0,0.0
2011-04-15,2018,0,0.0
2011-04-16,2154,0,0.0
2011-04-17,2257,0,0.0
2011-04-18,3035,0,0.0
2011-04-19,3598,0,0.0
2011-04-20,2969,0,0.0
2011-04-21,1915,0,0.0
2011-04-22,2097,0,0.0
2011-04-23,2310,0,0.0
2011-04-24,2273,0,0.0
2011-04-25,2592,0,0.0
2011-04-26,3455,0,0.0
2011-04-27,4580,0,0.0
2011-04-28,3035,0,0.0
2011-04-29,3534,0,0.0
2011-04-30,4473,0,0.0
2011-05-01,3949,0,0.0
2011-05-02,3095,0,0.0
2011-05-03,2935,0,0.0
2011-05-04,2800,0,0.0
2011-05-05,3464,0,0.0
2011-05-06,3290,0,0.0
2011-05-07,3887,0,0.0
2011-05-08,2898,0,0.0
2011-05-09,3516,0,0.0
2011-05-10,3151,0,0.0
2011-05-11,3090,0,0.0
2011-05-12,3361,0,0.0
2011-05-13,4064,0,0.0
2011-05-14,4414,0,0.0
2011-05-15,3770,0,0.0
2011-05-16,4349,0,0.0
2011-05-17,4464,0,0.0
2011-05-18,5581,0,0.0
2011-05-19,4663,0,0.0
2011-05-20,4795,0,0.0
2011-05-21,4964,0,0.0
2011-05-22,5282,0,0.0
2011-05-23,5745,0,0.0
2011-05-24,5865,0,0.0
2011-05-25,6258,0,0.0
2011-05-26,6967,0,0.0
2011-05-27,4853,0,0.0
2011-05-28,5013,0,0.0
2011-05-29,4753,0,0.0
2011-05-30,5337,0,0.0
2011-05-31,6063,0,0.0
2011-06-01,6540,0,0.0
2011-06-02,7136,0,0.0
2011-06-03,8441,0,0.0
2011-06-04,8811,0,0.0
2011-06-05,8592,0,0.0
2011-06-06,9703,0,0.0
2011-06-07,9002,0,0.0
2011-06-08,11815,0,0.0
2011-06-09,12176,0,0.0
2011-06-10,11269,0,0.0
2011-06-11,10897,0,0.0
2011-06-12,12440,0,0.0
2011-06-13,11246,0,0.0
2011-06-14,14158,0,0.0
2011-06-15,12605,0,0.0
2011-06-16,12746,0,0.0
2011-06-17,11296,0,0.0
2011-06-18,11563,0,0.0
2011-06-19,11472,0,0.0
2011-06-20,11225,0,0.0
2011-06-21,9704,0,0.0
2011-06-22,11519,0,0.0
2011-06-23,10418,0,0.0
2011-06-24,10922,0,0.0
2011-06-25,9693,0,0.0
2011-06-26,9985,0,0.0
2011-06-27,11751,0,0.0
2011-06-28,10719,0,0.0
2011-06-29,10002,0,0.0
2011-06-30,9636,0,0.0
2011-07-01,10603,0,0.0
2011-07-02,8018,0,0.0
2011-07-03,8364,0,0.0
2011-07-04,9604,0,0.0
2011-07-05,8965,0,0.0
2011-07-06,10519,0,0.0
2011-07-07,9180,0,0.0
2011-07-08,8528,0,0.0
2011-07-09,7851,0,0.0
2011-07-10,8392,0,0.0
2011-07-11,10523,0,0.0
2011-07-12,8147,0,0.0
2011-07-13,9193,0,0.0
